,tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source,gps
1538,@realDonaldTrump was just spotted on his way to buy some #Lysol to counter his #Covid19: https://t.co/NVxff3EcMh,1.258543043893817e+18,The Daily Resister 🆘🇺🇸,Resistance HQ 🕋,,2020-05-07,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Twitter for iPhone,"[34.0207895, -118.4119065]"
1548,No entiendo cómo la comunidad científica mundial tiene que discutir con un pendejo (@realDonaldTrump) que aconsejó… https://t.co/bwwniTzkQr,1.2581704638275543e+18,borderlínea.com.mx,"Nogales, Sonora, México",,2020-05-06,2.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='fee8b88f74a9763d', url='https://api.twitter.com/1.1/geo/id/fee8b88f74a9763d.json', place_type='city', name='Nogales', full_name='Nogales, Sonora', country_code='MX', country='Mexico', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-111.3534711, 31.0072089], [-110.6493311, 31.0072089], [-110.6493311, 31.377975], [-111.3534711, 31.377975]]]), attributes={})",Twitter for Android,"[31.19259195, -111.0014011]"
1553,"A salvo de contagios por #Covid19, el #taxista del 1588 en #Chetumal con la cabina independiente que su esposa le d… https://t.co/RW2590OH3V",1.258161911402836e+18,Baek,José María Morelos,,2020-05-06,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='ce678cd4987c6195', url='https://api.twitter.com/1.1/geo/id/ce678cd4987c6195.json', place_type='city', name='José María Morelos', full_name='José María Morelos, Quintana Roo', country_code='MX', country='Mexico', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-89.314745, 19.228421], [-88.381945, 19.228421], [-88.381945, 20.186796], [-89.314745, 20.186796]]]), attributes={})",Twitter for Android,"[19.7076085, -88.848345]"
1557,#698 #sugarboybakery #sugarboybakerycustomcakes #sugarboybakeryonbroadway #sugarboybakeryonbailey #quarentine… https://t.co/zUxkaNshGy,1.2581450823242465e+18,Sugarboy Bakery,3071 Bailey Avenue Bronx N Y,"{'type': 'Point', 'coordinates': [-73.90277, 40.87787]}",2020-05-06,0.0,"{'type': 'Point', 'coordinates': [40.87787, -73.90277]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='002e24c6736f069d', url='https://api.twitter.com/1.1/geo/id/002e24c6736f069d.json', place_type='city', name='Bronx', full_name='Bronx, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-73.933612, 40.785365], [-73.765271, 40.785365], [-73.765271, 40.91533], [-73.933612, 40.91533]]]), attributes={})",Instagram,"[40.8503475, -73.8494415]"
1589,And I read the disclaimer on the @Lysol twitter page. It’s crazy that the supply is out or people are price gouging… https://t.co/ANvVhey7fd,1.2580280035919462e+18,Lori Williams,"USA, International",,2020-05-06,3.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='5b8df26e6d0be60b', url='https://api.twitter.com/1.1/geo/id/5b8df26e6d0be60b.json', place_type='city', name='Smyrna', full_name='Smyrna, GA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-84.561205, 33.788139], [-84.470367, 33.788139], [-84.470367, 33.905391], [-84.561205, 33.905391]]]), attributes={})",Twitter for iPhone,"[33.846765000000005, -84.51578599999999]"
1594,@vladthelockhart Lol Funny if your a Trumpster  and that you send me a meme of him Literally denying one of his lie… https://t.co/ozeFDYglHn,1.2580134613947228e+18,Joe Curry,"Florida, USA",,2020-05-06,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='018c4463229feb96', url='https://api.twitter.com/1.1/geo/id/018c4463229feb96.json', place_type='city', name='Palm Springs', full_name='Palm Springs, FL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.1131712, 26.619434], [-80.068784, 26.619434], [-80.068784, 26.66254], [-80.1131712, 26.66254]]]), attributes={})",Twitter for iPhone,"[26.640987000000003, -80.0909776]"
1653,"@rb9serv Te lleva a domicilio tus insumos médicos para combatir él 
#COVIDー19 
#QuedateEnCasa

Sigue la cuenta:
👉… https://t.co/NCiBieWAes",1.2577556325366006e+18,Sumara Samuels 🏠,panama,,2020-05-05,2.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='9d8ae4b0fac2036a', url='https://api.twitter.com/1.1/geo/id/9d8ae4b0fac2036a.json', place_type='country', name='Panama', full_name='Panama', country_code='PA', country='Panama', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-83.051445, 7.20386], [-77.13939, 7.20386], [-77.13939, 9.6394858], [-83.051445, 9.6394858]]]), attributes={})",Twitter for Android,"[8.4216729, -80.0954175]"
1695,"#buenosdias😎🙋🏻🌞  trabajando ando!!! #oficina💻📝 
#coronavirus🧫 
#Quedateencasa 
#lavateLasManos🙌🏻🧼 
#gelalcoholada🙌🏻… https://t.co/Xa1nU4Km1t",1.2576957962811802e+18,Anayansi,Panama,"{'type': 'Point', 'coordinates': [-79.52101545, 9.00042816]}",2020-05-05,0.0,"{'type': 'Point', 'coordinates': [9.00042816, -79.52101545]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='9d8ae4b0fac2036a', url='https://api.twitter.com/1.1/geo/id/9d8ae4b0fac2036a.json', place_type='country', name='Panama', full_name='Panama', country_code='PA', country='Panama', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-83.051445, 7.20386], [-77.13939, 7.20386], [-77.13939, 9.6394858], [-83.051445, 9.6394858]]]), attributes={})",Instagram,"[8.4216729, -80.0954175]"
1824,"If i gotta wear a #facemask it's gonna be cute dammit.
#fuckthisshit #thankscoronavirus #suckitcovid19… https://t.co/8Zf3FICoTY",1.2603573228383355e+18,Jessica Collins,Nashville TN,"{'type': 'Point', 'coordinates': [-86.78906462, 36.1798464]}",2020-05-12,0.0,"{'type': 'Point', 'coordinates': [36.1798464, -86.78906462]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='00ab941b685334e3', url='https://api.twitter.com/1.1/geo/id/00ab941b685334e3.json', place_type='city', name='Nashville', full_name='Nashville, TN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-87.022482, 35.9945681], [-86.560616, 35.9945681], [-86.560616, 36.405448], [-87.022482, 36.405448]]]), attributes={})",Instagram,"[36.20000805, -86.791549]"
1832,Order your #KN95 #facemask for only $4.99 while supplies last! https://t.co/qwhWVfqi69 https://t.co/V3uJuiSmtO,1.260356825460945e+18,Alamo City Barber & Beauty Supply,6301 Broadway SA TX 78209,,2020-05-12,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3df4f427b5a60fea', url='https://api.twitter.com/1.1/geo/id/3df4f427b5a60fea.json', place_type='city', name='San Antonio', full_name='San Antonio, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-98.778559, 29.141956], [-98.302744, 29.141956], [-98.302744, 29.693046], [-98.778559, 29.693046]]]), attributes={})",Twitter for iPhone,"[29.417500999999998, -98.5406515]"
1843,Be right back about to make a green bandana facemask https://t.co/XwaOUsWP1T,1.260356172961534e+18,Joey B47 💎,"47th District, Chillinois",,2020-05-12,4.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='77b8f2664985738a', url='https://api.twitter.com/1.1/geo/id/77b8f2664985738a.json', place_type='city', name='Wyoming', full_name='Wyoming, MI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-85.782295, 42.85341], [-85.635295, 42.85341], [-85.635295, 42.942348], [-85.782295, 42.942348]]]), attributes={})",Twitter for iPhone,"[42.897879, -85.70879500000001]"
1856,@sanfranmag @sanfrancisco_ca  @HillaryRonen @Calle24SF @lacocinasf @Cater2me @DoorDash @Grubhub @UberEats @MLNow… https://t.co/6ggBk7J3eS,1.260354808713671e+18,D' Maize restaurant,2778 24th st san francisco ,,2020-05-12,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='0fc39655b714f007', url='https://api.twitter.com/1.1/geo/id/0fc39655b714f007.json', place_type='poi', name=""D'maize Restaurant"", full_name=""D'maize Restaurant"", country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-122.40778309101168, 37.752939166620024], [-122.40778309101168, 37.752939166620024], [-122.40778309101168, 37.752939166620024], [-122.40778309101168, 37.752939166620024]]]), attributes={})",Twitter for iPhone,"[37.752939166620024, -122.40778309101168]"
1869,Aku lupa bawak facemask 😑,1.2603538545053164e+18,Naa,Malaysia ,,2020-05-12,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='6b9ed4869788d40e', url='https://api.twitter.com/1.1/geo/id/6b9ed4869788d40e.json', place_type='city', name='Damansara', full_name='Damansara, Selangor', country_code='MY', country='Malaysia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[101.4761877, 2.9745362], [101.6291504, 2.9745362], [101.6291504, 3.1279044], [101.4761877, 3.1279044]]]), attributes={})",Twitter for iPhone,"[3.0512203, 101.55266904999999]"
1972,Sometimes I follow the rules. #facemask https://t.co/PDwAL7Qlih,1.2599927081453115e+18,Joe R.,"Iowa, USA",,2020-05-11,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='c7397adf5a17673a', url='https://api.twitter.com/1.1/geo/id/c7397adf5a17673a.json', place_type='city', name='Sioux City', full_name='Sioux City, IA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-96.492971, 42.385735], [-96.301329, 42.385735], [-96.301329, 42.5621599], [-96.492971, 42.5621599]]]), attributes={})",Twitter for Android,"[42.47394745, -96.39715]"
2008,"Late ko na na realize, wala pala ko facemask 🤦‍♀️",1.2596330617564652e+18,jadee,Quezon City,,2020-05-10,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='006523c50dfe9086', url='https://api.twitter.com/1.1/geo/id/006523c50dfe9086.json', place_type='city', name='Quezon City', full_name='Quezon City, National Capital Region', country_code='PH', country='Republic of the Philippines', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[120.989705, 14.5893763], [121.1357656, 14.5893763], [121.1357656, 14.7766484], [120.989705, 14.7766484]]]), attributes={})",Twitter for Android,"[14.683012349999998, 121.0627353]"
2020,"It’s easier to breathe through my face mask if I breathe like a fish!
Website: https://t.co/wfoNlRNP8Z
#facemask… https://t.co/YBXJe7IQU1",1.259632071556858e+18,Constantin 4U,"Toronto, Ontario",,2020-05-10,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3797791ff9c0e4c6', url='https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json', place_type='city', name='Toronto', full_name='Toronto, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]]), attributes={})",Twitter for iPhone,"[43.629311, -79.2725695]"
2059,i’ll dead go up to my friends and tell them throw that paper bullshit facemask away and i’ll sell them one of the m… https://t.co/lYgldHW9Vg,1.2596301098096927e+18,fame is demise,"Jersey City, New Jersey",,2020-05-10,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='b046074b1030a44d', url='https://api.twitter.com/1.1/geo/id/b046074b1030a44d.json', place_type='city', name='Jersey City', full_name='Jersey City, NJ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-74.107995, 40.666879], [-74.0253309, 40.666879], [-74.0253309, 40.769124], [-74.107995, 40.769124]]]), attributes={})",Twitter for iPhone,"[40.7180015, -74.06666295]"
2083,@BayoumiMoustafa @cjwerleman #facemask is itself a #part of #Burqa!!,1.2596273256431985e+18,News & Views نیوز اینڈ ویوز,"Karachi, Pakistan ",,2020-05-10,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='0120615153b21abb', url='https://api.twitter.com/1.1/geo/id/0120615153b21abb.json', place_type='admin', name='Sindh', full_name='Sindh, Pakistan', country_code='PK', country='Pakistan', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[66.654132, 23.703272], [71.124185, 23.703272], [71.124185, 28.529442], [66.654132, 28.529442]]]), attributes={})",Twitter for Android,"[26.116357, 68.88915850000001]"
2115,@mdlnkyy bibili siguro ang madlang people ng Gucci na facemask!! Wahahaha,1.2592687322090824e+18,Princess Consuela,Republic of the Philippines,,2020-05-09,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='00c1d2fc11f29f68', url='https://api.twitter.com/1.1/geo/id/00c1d2fc11f29f68.json', place_type='city', name='Valenzuela City', full_name='Valenzuela City, National Capital Region', country_code='PH', country='Republic of the Philippines', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[120.9266655, 14.6688067], [121.0246453, 14.6688067], [121.0246453, 14.7564191], [120.9266655, 14.7564191]]]), attributes={})",Twitter for iPhone,"[14.7126129, 120.9756554]"
2116,Washable facemask https://t.co/PT88YyJiQo,1.2592686048112845e+18,Excel Laboratories,"Coimbatore, India",,2020-05-09,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='0fc3b80906d47001', url='https://api.twitter.com/1.1/geo/id/0fc3b80906d47001.json', place_type='poi', name='Coimbatore', full_name='Coimbatore', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[77.01416015625, 11.032863880653734], [77.01416015625, 11.032863880653734], [77.01416015625, 11.032863880653734], [77.01416015625, 11.032863880653734]]]), attributes={})",Twitter for Android,"[11.032863880653734, 77.01416015625]"
2119,Washable facemask https://t.co/J2yqQMCmMC,1.2592683281130496e+18,Excel Laboratories,"Coimbatore, India",,2020-05-09,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='0fc3b80906d47001', url='https://api.twitter.com/1.1/geo/id/0fc3b80906d47001.json', place_type='poi', name='Coimbatore', full_name='Coimbatore', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[77.01416015625, 11.032863880653734], [77.01416015625, 11.032863880653734], [77.01416015625, 11.032863880653734], [77.01416015625, 11.032863880653734]]]), attributes={})",Twitter for Android,"[11.032863880653734, 77.01416015625]"
2162,"LIFE BEYOND CONTROL .
.
.
.
#kiss #illustration #fashionillustration #alonetogether #covi̇d19 #nyc #facemask #mask… https://t.co/Vo7k2jmp2K",1.2592659607682703e+18,MelodyHesaraky,"Brooklyn , New York ","{'type': 'Point', 'coordinates': [-74.0064, 40.7142]}",2020-05-09,0.0,"{'type': 'Point', 'coordinates': [40.7142, -74.0064]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='01a9a39529b27f36', url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', place_type='city', name='Manhattan', full_name='Manhattan, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]), attributes={})",Instagram,"[40.780709, -73.9685415]"
2209,"And I still 
Don’t know if I’m ready 
For this dystopian future 
Of mask and lockdowns 
phish sec.119 #facemask @ L… https://t.co/onwcUlbM0T",1.2589080260749926e+18,Fun Times at the End Inn,"Los Angeles, CA","{'type': 'Point', 'coordinates': [-118.4440835, 34.03021986]}",2020-05-08,0.0,"{'type': 'Point', 'coordinates': [34.03021986, -118.4440835]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Instagram,"[34.0207895, -118.4119065]"
2219,@tonyposnanski You're more appealing with your facemask on. Call it your head condom.,1.2589076059106714e+18,frigo,"Carmel, IN",,2020-05-08,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='13eb8d7f6e12a684', url='https://api.twitter.com/1.1/geo/id/13eb8d7f6e12a684.json', place_type='city', name='St Charles', full_name='St Charles, MO', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-90.5706573, 38.737756], [-90.464711, 38.737756], [-90.464711, 38.848337], [-90.5706573, 38.848337]]]), attributes={})",Twitter for Android,"[38.7930465, -90.51768415]"
2227,"I don't know, do you think this facemask restricts my personal freedoms? 

#costco  #supportcostco 
#nakedfriday… https://t.co/cxFCHG9hxW",1.2589072479392154e+18,nakedjen ❦,The Salty City,"{'type': 'Point', 'coordinates': [-111.90099645, 40.73152008]}",2020-05-08,3.0,"{'type': 'Point', 'coordinates': [40.73152008, -111.90099645]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='bd7c511e9f8bc5da', url='https://api.twitter.com/1.1/geo/id/bd7c511e9f8bc5da.json', place_type='city', name='Salt Lake City', full_name='Salt Lake City, UT', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-112.0383105, 40.6998952], [-111.795741, 40.6998952], [-111.795741, 40.8317151], [-112.0383105, 40.8317151]]]), attributes={})",Instagram,"[40.76580515, -111.91702575]"
2275,"Bananas always give me great energy!
#hungry #banana #tasty #ILove #Versace #Versacesunglasses #facemask… https://t.co/MZb71K5BBx",1.2585465161064653e+18,Constantin 4U,"Toronto, Ontario",,2020-05-07,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3797791ff9c0e4c6', url='https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json', place_type='city', name='Toronto', full_name='Toronto, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]]), attributes={})",Twitter for iPhone,"[43.629311, -79.2725695]"
2281,A sweat-absorbing athletic facemask?!?! Genius! @Point3Hoops continues to innovate for basketball players. https://t.co/YkMoH1U1lU,1.2585458147349545e+18,Michael Kraver,"White Plains, NY",,2020-05-07,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='f97108ab3c4a42ed', url='https://api.twitter.com/1.1/geo/id/f97108ab3c4a42ed.json', place_type='city', name='White Plains', full_name='White Plains, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-73.78995, 40.982445], [-73.719524, 40.982445], [-73.719524, 41.069964], [-73.78995, 41.069964]]]), attributes={})",Twitter for iPhone,"[41.0262045, -73.754737]"
2289,Our #frontlineworkers are everywhere and are doing so much for us to stay well. Mrs. Forbes here is keeping people… https://t.co/2sOdkyGn6Q,1.258545338366849e+18,Surey I. Miranda 🇵🇷 🇨🇴🕶️🐝,"New York, USA",,2020-05-07,5.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='002e24c6736f069d', url='https://api.twitter.com/1.1/geo/id/002e24c6736f069d.json', place_type='city', name='Bronx', full_name='Bronx, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-73.933612, 40.785365], [-73.765271, 40.785365], [-73.765271, 40.91533], [-73.933612, 40.91533]]]), attributes={})",Twitter for Android,"[40.8503475, -73.8494415]"
2325,"Hottest accessory of the season.
DM me to order.
.
.
.
.
.
#quarantinecrafts #facemask #staysafe #covid19… https://t.co/QqFBfWcTyt",1.258543076080935e+18,Sara Imrie,Toronto Canada,"{'type': 'Point', 'coordinates': [-80.4833, 43.45]}",2020-05-07,0.0,"{'type': 'Point', 'coordinates': [43.45, -80.4833]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='47be6341b02ac59f', url='https://api.twitter.com/1.1/geo/id/47be6341b02ac59f.json', place_type='city', name='Kitchener', full_name='Kitchener, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.574116, 43.353845], [-80.3786908, 43.353845], [-80.3786908, 43.506635], [-80.574116, 43.506635]]]), attributes={})",Instagram,"[43.43024, -80.47640340000001]"
2367,".
Teddy Bear
.
#teddyBear #facemask #Ottawa #Photography #peopleOfOttawa #myottawa #OttawaTourism #igersOttawa… https://t.co/rbZjqNrKx8",1.2581844450284462e+18,Abe Bourgi,Ottawa,"{'type': 'Point', 'coordinates': [-75.7, 45.4167]}",2020-05-06,0.0,"{'type': 'Point', 'coordinates': [45.4167, -75.7]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='38d5974e82ed1a6c', url='https://api.twitter.com/1.1/geo/id/38d5974e82ed1a6c.json', place_type='city', name='Ottawa', full_name='Ottawa, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-76.353876, 44.961937], [-75.246407, 44.961937], [-75.246407, 45.5356446], [-76.353876, 45.5356446]]]), attributes={})",Instagram,"[45.248790799999995, -75.8001415]"
2409,"It’s not just a statement, it’s my life. 🤴🏽
(Hola @ladygaga y dooneyandbourke how are ya?) 😏👜
•
•
#moraleking #moki… https://t.co/Q76CAS8FeH",1.2581822689522156e+18,Morale King 🤴🏽,502 - 201,"{'type': 'Point', 'coordinates': [-85.7554, 38.2525]}",2020-05-06,0.0,"{'type': 'Point', 'coordinates': [38.2525, -85.7554]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='095534ad3107e0e6', url='https://api.twitter.com/1.1/geo/id/095534ad3107e0e6.json', place_type='city', name='Louisville', full_name='Louisville, KY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-85.847503, 38.108678], [-85.597188, 38.108678], [-85.597188, 38.282432], [-85.847503, 38.282432]]]), attributes={})",Instagram,"[38.195555, -85.7223455]"
2450,"@Flexiblexxx Facemask Is available 460,000 per cartoon https://t.co/ng99xbRO7w",1.258179753292501e+18,Serdeeq Nware,"Zamfara, Nigeria",,2020-05-06,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='00385fc639db741f', url='https://api.twitter.com/1.1/geo/id/00385fc639db741f.json', place_type='admin', name='Nassarawa', full_name='Nassarawa, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[6.9364101, 7.7693962], [9.6340796, 7.7693962], [9.6340796, 9.401598], [6.9364101, 9.401598]]]), attributes={})",Twitter for Android,"[8.5854971, 8.28524485]"
2476,ARE U SERIOUS..... REALLY..... This shit is getting out hand..... I dare the cops arrest me for not wearing a Mask.… https://t.co/CJEz1f49eX,1.257821531201081e+18,Keion Cherry,"Las Vegas, NV",,2020-05-05,5.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='8fa6d7a33b83ef26', url='https://api.twitter.com/1.1/geo/id/8fa6d7a33b83ef26.json', place_type='city', name='Paradise', full_name='Paradise, NV', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-115.2092535, 35.984784], [-115.0610763, 35.984784], [-115.0610763, 36.137145], [-115.2092535, 36.137145]]]), attributes={})",Twitter for Android,"[36.0609645, -115.13516489999999]"
2497,Another twist to our new design.  Working on having a few more color options in stock shortly.  Keep an eye out for… https://t.co/OtVmyZavf5,1.2578207816623063e+18,Leather Masters,"Dallas, TX","{'type': 'Point', 'coordinates': [-96.6797152, 32.8695093]}",2020-05-05,3.0,"{'type': 'Point', 'coordinates': [32.8695093, -96.6797152]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='18810aa5b43e76c7', url='https://api.twitter.com/1.1/geo/id/18810aa5b43e76c7.json', place_type='city', name='Dallas', full_name='Dallas, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-96.977527, 32.620678], [-96.54598, 32.620678], [-96.54598, 33.019039], [-96.977527, 33.019039]]]), attributes={})",Hootsuite Inc.,"[32.819858499999995, -96.7617535]"
2566,"@emigre80 No shirt, no shoes, no service has been upheld for decades

Conservative right sued to make so bakers don… https://t.co/EeUGiJNOwM",1.2574595689652795e+18,Results not Revolution,"California, USA",,2020-05-04,6.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='b82fa51f6957a1eb', url='https://api.twitter.com/1.1/geo/id/b82fa51f6957a1eb.json', place_type='city', name='El Cajon', full_name='El Cajon, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-117.009833, 32.7675064], [-116.894872, 32.7675064], [-116.894872, 32.8310014], [-117.009833, 32.8310014]]]), attributes={})",Twitter for Android,"[32.7992539, -116.9523525]"
2589,@monicagrimaldo_ Lol there’s hope look like...https://t.co/pAsmWMu6sV,1.2574587789513564e+18,Cₑₒ₄ รɦѻ,HOU ✈️ LA,,2020-05-04,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='c7b527911412a784', url='https://api.twitter.com/1.1/geo/id/c7b527911412a784.json', place_type='city', name='Jersey Village', full_name='Jersey Village, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-95.6205553, 29.87235], [-95.5486812, 29.87235], [-95.5486812, 29.914781], [-95.6205553, 29.914781]]]), attributes={})",Twitter for iPhone,"[29.8935655, -95.58461825]"
